개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,총직원수,축산업무구분명,축산일련번호,최종수정시점
6540000,654000000519810001,1981-07-12,,폐업,2008-07-07,,,,3280,561-840,,전주도계장,I,000,2025-12-15 16:15:28,,폐업,0002,03,0632120607,,,전북특별자치도 전주시 덕진구 팔복동1가  204-2번지 ,12,도축업,,2008-07-07 15:17:00
6540000,654000000519940001,1994-11-07,,폐업,2013-12-30,,,,6748,566-801,,고려피엔비,I,L00,2025-12-15 16:15:28,전북특별자치도 임실군 임실읍 감천로 82-7,폐업,0002,03,0636428972,,,전북특별자치도 임실군 임실읍 감성리 436번지 1호 ,16,도축업,,2013-12-30 18:05:03
6540000,654000000519960003,1996-10-31,,폐업,2014-03-31,,,,7052,579-801,,(주)새만금산업,I,L00,2025-12-15 16:15:28,전북특별자치도 부안군 부안읍 선돌로 227,폐업,0002,03,0635833838,,,전북특별자치도 부안군 부안읍 신흥리 308번지 ,20,도축업,,2014-03-26 21:46:24
6540000,654000000520050001,2005-06-14,,휴업,,2026-01-01,2026-04-30,,10285.5,576-090,,주식회사 유피에프앤비 농업회사법인,I,L00,2026-01-01 02:40:00,전북특별자치도 김제시 순동산단길 216 (순동),휴업,0001,02,,,,전북특별자치도 김제시 순동  957번지 ,45,도축업,,2025-12-30 17:44:42
6540000,654000000520220001,2022-04-07,,영업/정상,,,,,5639.18,,,농업회사 법인 한송 주식회사,I,L00,2025-12-15 16:15:28,"전북특별자치도 부안군 행안면 옥여길 76-5, 농업회사법인한송주식회사 1동",정상,0000,01,07014210471,,,전북특별자치도 부안군 행안면 역리 1146번지 0호 농업회사법인한송주식회사 1동 ,88,도축업,,2025-08-26 16:38:10
6540000,654000000520180001,2018-07-18,,영업/정상,,,,,16347.94,,,도드람김제에프엠씨,I,L00,2025-12-15 16:15:28,전북특별자치도 김제시 백산면 지평선산단5길 412,정상,0000,01,0635491007,,,전북특별자치도 김제시 백산면 부거리 1583번지 6호 ,506,도축업,,2025-05-20 14:14:57
6540000,654000000520150001,2015-11-04,,영업/정상,,,,,0,,,(주)싱그린에프에스,I,L00,2025-12-15 16:15:28,전북특별자치도 익산시 용안면 익산대로 2078,정상,0000,01,0638617568,,, ,183,도축업,,2022-02-15 15:21:38
6540000,654000000520130003,2013-12-24,,영업/정상,,,,,611.55,,,한국양토양록축산업협동조합(안현구),I,L00,2025-12-15 16:15:28,전북특별자치도 부안군 부안읍 덕림로 36-20,정상,0000,01,,174720.649699548    ,242291.475583281    ,전북특별자치도 부안군 부안읍 신흥리 294번지 2호 ,0,도축업,,2019-07-02 16:41:23
6540000,654000000520130001,2013-01-24,,영업/정상,,,,,60952.86,,,(주)참프레,I,L00,2025-12-15 16:15:28,전북특별자치도 부안군 행안면 옥여길 32-29,정상,0000,01,0635806422,,,전북특별자치도 부안군 행안면 역리 411번지 ,1000,도축업,,2025-10-01 15:00:57
6540000,654000000520040001,2004-07-20,,영업/정상,,,,,34870.2,580-812,,(주)하림 정읍공장,I,L00,2025-12-15 16:15:28,전북특별자치도 정읍시 북면 3산단2길 95,정상,0000,01,0635309900,,,전북특별자치도 정읍시 북면 태곡리 925번지 ,53,도축업,,2023-02-06 08:31:58
6540000,654000000520020001,2002-02-21,,영업/정상,,,,,7601.09,570-190,,주식회사 중앙축산 농업회사법인,U,000,2026-01-16 21:00:41,전북특별자치도 익산시 현영길 94 (현영동),정상,0000,01,0638577733,194105.985503454    ,274346.011913008    ,전북특별자치도 익산시 현영동  94번지 8호 ,35,도축업,,2026-01-15 17:35:53
6540000,654000000520010001,2001-06-30,,영업/정상,,2021-01-22,2021-02-28,,13993.7,580-863,,(주)삼호유황오리,I,L00,2025-12-15 16:15:28,전북특별자치도 정읍시 고부면 고부농단길 12-30,정상,0000,01,0635328080,,,전북특별자치도 정읍시 고부면 덕안리 950번지 ,52,도축업,,2022-11-03 19:39:48
6540000,654000000519990001,1999-09-17,,영업/정상,,,,,8660,590-972,,유한회사 금돈,I,L00,2025-12-15 16:15:28,전북특별자치도 남원시 대산면 대곡신계길 74-26,정상,0000,01,0636358500,228841.540935716    ,211653.645707123    ,전북특별자치도 남원시 대산면 대곡리 195번지 3호 ,20,도축업,,2025-01-23 13:04:45
6540000,654000000519960002,1996-06-13,,영업/정상,,,,,2227.46,580-923,,산수들 주식회사,I,L00,2025-12-15 16:15:28,전북특별자치도 정읍시 태인면 석지로 972-13,정상,0000,01,0635716311,191112.185642021    ,242621.85094687     ,전북특별자치도 정읍시 태인면 궁사리 1061번지 1호 ,11,도축업,,2025-05-26 10:33:08
6540000,654000000519960001,1996-09-20,,영업/정상,,,,,8886,573-943,,유한회사 엔에프군산엘피씨,I,L00,2025-12-15 16:15:28,전북특별자치도 군산시 서수면 남산로 284,정상,0000,01,,187373.795326461    ,275373.732107991    ,전북특별자치도 군산시 서수면 서수리 1380번지 2호 ,22,도축업,,2025-01-22 09:58:48
6540000,654000000519990002,1999-05-08,,폐업,2008-10-07,,,,1961.34,585-803,,삼덕기업,I,000,2025-12-15 16:15:28,,폐업,0002,03,0635633900,170927.561621533    ,216180.322484069    ,전북특별자치도 고창군 고창읍 율계리 327번지 22호 ,15,도축업,,2008-10-10 07:18:31
6540000,654000000519920001,1992-11-26,,영업/정상,,,,,82561,576-964,,(주)농협목우촌,I,L00,2025-12-15 16:15:28,전북특별자치도 김제시 금산면 구성길 630,정상,0000,01,0635406600,,,전북특별자치도 김제시 금산면 용산리 9-13번지 ,417,도축업,,2025-05-15 15:48:42
6540000,654000000519900001,1990-06-29,,영업/정상,,,,,79664.62,570-883,,(주)하림,U,L00,2026-01-16 21:00:41,전북특별자치도 익산시 망성면 망성로 14,정상,0000,01,0638602436,,,전북특별자치도 익산시 망성면 어량리 13-14번지 ,1518,도축업,,2026-01-15 16:45:20
6540000,654000000519860002,1986-05-27,,영업/정상,,,,,11016,597-832,,(주)복수,I,L00,2025-12-15 16:15:28,전북특별자치도 장수군 계남면 장수로 2734,정상,0000,01,0633537705,,,전북특별자치도 장수군 계남면 신전리 1316번지 2호 ,12,도축업,,2024-01-05 11:26:52
6540000,654000000519860001,1986-10-10,,영업/정상,,,,,13170,576-871,,(주)부광산업,U,000,2026-01-27 21:00:41,전북특별자치도 김제시 진봉면 해학로 775,정상,0000,01,0635406306,182658.413805717    ,259370.296750364    ,전북특별자치도 김제시 진봉면 가실리 6번지 10호 ,23,도축업,,2026-01-26 22:02:30
6540000,654000000519850001,1985-10-07,,영업/정상,,,,,19752.9,580-020,,주식회사 삼정푸드,I,L00,2025-12-15 16:15:28,전북특별자치도 정읍시 정신로 22-12 (하북동),정상,0000,01,0635314141,188114.245995493    ,232900.60702618     ,전북특별자치도 정읍시 하북동  853번지 1호 ,74,도축업,,2024-03-28 22:12:11
6540000,654000000519840001,1984-09-06,,영업/정상,,,,,6258.58,590-040,,(주)코리아더커드,I,L00,2025-12-15 16:15:28,전북특별자치도 남원시 산책길 184 (조산동),정상,0000,01,0636322279,232420.658570123    ,210459.455829376    ,전북특별자치도 남원시 조산동  880번지 1호 ,37,도축업,,2025-10-21 17:24:06
6540000,654000000519820001,1982-12-27,,영업/정상,,,,,13759.25,573-941,,(주)동우팜투테이블,I,L00,2025-12-15 16:15:28,전북특별자치도 군산시 서수면 동군산로 1095,정상,0000,01,0634502035,,,전북특별자치도 군산시 서수면 관원리 507-1번지 ,181,도축업,,2023-04-11 09:08:02
6540000,654000000519810002,1981-10-17,,영업/정상,,,,,1530.7,570-972,,주식회사 정다운 익산공장,I,L00,2025-12-15 16:15:28,전북특별자치도 익산시 무왕로 1377 (부송동),정상,0000,01,0635365258,200600.33489492     ,273825.276898509    ,전북특별자치도 익산시 부송동  190번지 9호 ,59,도축업,,2023-05-30 14:29:35
6540000,654000000519930001,1993-11-09,,영업/정상,,,,,24553.8,576-964,,농업회사법인(주)사조원,I,000,2025-12-15 16:15:28,전북특별자치도 김제시 금산면 구성6길 122,정상,0000,01,07086569790,,,전북특별자치도 김제시 금산면 용산리 296번지 0호 ,89,도축업,,2024-11-04 09:46:24
