개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,축산물가공업구분명,축산업무구분명,축산일련번호,최종수정시점
4741000,474100000220120001,2012-01-02,,영업/정상,,,,,,568-803,,농업회사법인 (주)한국원종 무주농장,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 무주군 무주읍 무설로 ***-**,정상,0000,01,,,,전북특별자치도 무주군 무주읍 장백리 *** ,종계업,종축업,180,2020-12-06 13:51:04
4741000,474100000220220001,2022-10-04,,영업/정상,,,,,,,55532,무주농장,종돈업,I,000,2025-12-15 16:15:28,전북특별자치도 무주군 적상면 삼가로 ***-**,정상,0000,01,,259684.594991785    ,266699.463461699    ,전북특별자치도 무주군 적상면 삼가리 ***-* ,종돈업,종축업,427,2023-10-29 10:39:39
4741000,474100000220090001,2009-06-24,,휴업,,2025-09-04,2026-12-31,,0,568-802,,무주농장,종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 무주군 무주읍 내도로 ***-**,휴업,0001,02,,,,전북특별자치도 무주군 무주읍 내도리 **** ,종오리업,종축업,158,2025-09-04 14:24:04
4741000,474100000220110001,2011-06-30,,폐업,2012-03-02,,,,,568-821,,농업회사법인 두리주식회사,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 무주군 무풍면 철목길 **-**,폐업,0002,03,,,,전북특별자치도 무주군 무풍면 철목리 *** ,종돈업,종축업,170,2012-03-06 08:30:32
4741000,474100000220050001,2005-07-06,,폐업,2011-07-01,,,,0,568-852,,우정해오름종돈,종돈업,I,000,2025-12-15 16:15:28,전북특별자치도 무주군 부남면 당곡길 **,폐업,0002,03,,,,전북특별자치도 무주군 부남면 장안리 **** ,종돈업,종축업,34,2011-07-20 10:28:15
4751000,475100000220040001,2004-07-08,,영업/정상,,,,,0,,55645,농업회사법인(주)팜스코바이오인티,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 장수군 장수읍 비행로 ***-**,정상,0000,01,,,,전북특별자치도 장수군 장수읍 대성리 **** ,종돈업,종축업,1,2021-09-28 21:50:27
4751000,475100000220070001,2007-02-06,,영업/정상,,,,,0,597-813,55661,성암영농조합법인,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 장수군 번암면 성암길 ***-**,정상,0000,01,,250378.875416947    ,222560.924040918    ,전북특별자치도 장수군 번암면 논곡리 ***-* ,종돈업,종축업,1803,2022-04-07 14:24:11
4751000,475100000220070002,2007-02-13,,영업/정상,,,,,0,,55655,사암농장,종돈업,I,000,2025-12-15 16:15:28,전북특별자치도 장수군 번암면 방화동로 ***-**,정상,0000,01,,,,전북특별자치도 장수군 번암면 사암리 **** ****-* ****-* ****-* **** ****-* ****-* ****-* ****-* ****-* ****-*동 ****-호,종돈업,종축업,1832,2021-11-09 21:43:34
4751000,475100000220070003,2007-08-03,,폐업,2009-01-02,,,,0,597-804,,장수1농장,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,240466.597544792    ,234907.840335435    ,전북특별자치도 장수군 장수읍 대성리 ****-* ,종돈업,종축업,1866,2009-01-02 18:04:13
4751000,475100000220190001,2019-01-18,,영업/정상,,,,,,,55625,행복한오리농장,종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 장수군 계남면 고양로 **-**,정상,0000,01,,,,전북특별자치도 장수군 계남면 신전리 산 *** ,종오리업,종축업,2604,2022-03-18 14:48:10
4751000,475100000220210001,2021-12-09,,영업/정상,,,,,,,55645,농업회사법인 보물촌 유한회사,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 장수군 장수읍 비행로 ****-**,정상,0000,01,,241899.360518419    ,233569.250568302    ,전북특별자치도 장수군 장수읍 대성리 ***-* ***-** ***-** *** ***-* ***-* ***-** ***-** ,종돈업,종축업,2746,2021-12-09 09:30:46
4751000,475100000220040002,2004-10-13,,폐업,2011-03-30,,,,0,597-804,,대상 AI센터,종돈업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,,,전북특별자치도 장수군 장수읍 대성리 **** ,종돈업,종축업,82,2011-03-30 13:06:21
4751000,475100000220150001,2015-08-17,,영업/정상,,,,,,,55600,농업회사법인 한국양계TS 주식회사 장수지점,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 장수군 계북면 파파실길 **,정상,0000,01,0633529989,256974.333733609    ,255969.511466472    ,전북특별자치도 장수군 계북면 원촌리 ***-** ,종계업,종축업,2526,2022-02-14 13:03:16
4761000,476100000220130001,2013-07-08,,영업/정상,,,,,,,55942,서광덕치농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 강동로 ****-** (하림 원종계 농장),정상,0000,01,0636445743,,,전북특별자치도 임실군 덕치면 가곡리 *** ,종계업,종축업,1045,2024-04-04 09:43:07
4761000,476100000220120001,2012-05-25,,취소/말소/만료/정지/중지,,,,,,566-812,55915,복흥농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 관촌면 복흥*길 **-**,말소,0004,04,0636428905,,,전북특별자치도 임실군 관촌면 복흥리 ,종계업,종축업,1001,2017-07-25 17:58:26
4761000,476100000220130003,2013-07-10,,영업/정상,,,,,,566-872,,섬진농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 인덕로 ****-** (***),정상,0000,01,,,,전북특별자치도 임실군 덕치면 회문리 *** *** ,종계업,종축업,1052,2020-11-12 17:14:27
4761000,476100000220130006,2013-11-06,,영업/정상,,,,,,566-821,,임마누엘종돈장,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 임실군 신평면 가덕로 **-**,정상,0000,01,0636442664,,,전북특별자치도 임실군 신평면 가덕리 *** ,종돈업,종축업,1110,2020-03-12 17:03:44
4761000,476100000220130007,2013-11-25,,영업/정상,,,,,,566-894,,오수농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 오수면 대정길 **-*,정상,0000,01,,,,전북특별자치도 임실군 오수면 대정리 *** ,종계업,종축업,1130,2025-11-18 15:39:16
4761000,476100000220130009,2013-12-30,,영업/정상,,,,,,566-812,55915,복흥농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 관촌면 복흥*길 **-**,정상,0000,01,0636428905,,,전북특별자치도 임실군 관촌면 복흥리 ,종계업,종축업,1180,2013-12-30 17:54:48
4761000,476100000220190001,2019-07-09,,영업/정상,,,,,,,55935,유신농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 청웅면 석전로 **,정상,0000,01,,219748.83548428     ,230646.925159588    ,전북특별자치도 임실군 청웅면 옥전리 ***-* ,종계업,종축업,1569,2021-07-09 17:00:02
4761000,476100000220200001,2020-08-20,,영업/정상,,,,,,,,덕치농장,종계업,I,L00,2025-12-15 16:15:28,,정상,0000,01,,214125.631635641    ,223839.428919107    ,전북특별자치도 임실군 덕치면 회문리 ***-* ,종계업,종축업,1628,2021-11-30 11:23:42
4761000,476100000220200002,2020-10-23,,영업/정상,,,,,,,55935,평화오리농장,종오리업,I,000,2025-12-15 16:15:28,"전북특별자치도 임실군 청웅면 석전로 **-*, 오리농장",정상,0000,01,,219697.549447606    ,230937.863447566    ,전북특별자치도 임실군 청웅면 옥전리 ****-* 오리농장 ,종오리업,종축업,1635,2021-07-02 09:18:23
4761000,476100000220230001,2023-11-02,,영업/정상,,,,,,,55900,수호종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 신덕면 수월로 ***-**,정상,0000,01,,215818.481479606    ,246956.048641797    ,전북특별자치도 임실군 신덕면 조월리 ***-* ,종계업,종축업,1741,2023-11-02 10:28:54
4761000,476100000219960001,1996-05-10,,폐업,2019-08-27,,,,0,,,(주)하림 임실202농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 임실읍 대곡*길 **-**,폐업,0002,03,,,,전북특별자치도 임실군 임실읍 대곡리 *** ,종계업,종축업,,2003-02-20 11:23:18
4761000,476100000220040002,2004-06-12,,폐업,2010-01-18,,,,0,566-801,,주)하림 임실202농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 임실읍 대곡*길 **-**,폐업,0002,03,,,,전북특별자치도 임실군 임실읍 대곡리 *** ,종계업,종축업,12,2010-01-18 10:59:32
4761000,476100000220040004,2004-11-23,,폐업,2020-08-18,,,,0,566-872,55941,임실종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 인덕로 ****-**,폐업,0002,03,,,,전북특별자치도 임실군 덕치면 회문리 ,종계업,종축업,17,2020-08-18 16:00:12
4761000,476100000220100001,2010-07-29,,폐업,2013-07-11,,,,0,566-802,,으뜸축산,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,0636441634,,,전북특별자치도 임실군 임실읍 이인리 ***-* ,종돈업,종축업,934,2013-07-15 09:12:27
4761000,476100000220110001,2011-03-08,,폐업,2019-09-10,,,,0,566-872,,두메산골,종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 물우*길 **-***,폐업,0002,03,,,,전북특별자치도 임실군 덕치면 물우리 *** ,종오리업,종축업,955,2019-09-10 17:38:07
4761000,476100000220110002,2011-03-08,,폐업,2019-09-10,,,,0,566-872,,두메산골(임차),종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 물우*길 **-***,폐업,0002,03,,,,전북특별자치도 임실군 덕치면 물우리 *** ,종오리업,종축업,956,2019-09-10 17:39:30
4761000,476100000220130004,2013-07-10,,폐업,2020-08-18,,,,,566-872,,임실종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 인덕로 ****-** (외*필지),폐업,0002,03,,214125.631635641    ,223839.428919107    ,전북특별자치도 임실군 덕치면 회문리 ***-* 외*필지 ,종계업,종축업,1053,2020-08-18 15:59:20
4761000,476100000220130005,2013-10-04,,폐업,2016-09-02,,,,,566-872,,두메산골,종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 물우*길 **-***,폐업,0002,03,,,,전북특별자치도 임실군 덕치면 물우리 *** ,종오리업,종축업,1100,2016-09-07 14:13:58
4761000,476100000220130008,2013-11-26,,폐업,2023-07-18,,,,,566-832,,수호종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 신덕면 삼길*길 **,폐업,0002,03,0636433511,,,전북특별자치도 임실군 신덕면 삼길리 *** ,종계업,종축업,1131,2023-07-18 16:00:31
4761000,476100000220140001,2014-02-11,,폐업,2019-07-09,,,,,,55935,옥전농장,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 임실군 청웅면 석전로 **,폐업,0002,03,,219748.83548428     ,230646.925159588    ,전북특별자치도 임실군 청웅면 옥전리 ***-* ,종계업,종축업,1209,2019-07-09 16:19:47
4761000,476100000220150001,2015-11-12,,폐업,2021-10-05,,,,,,,수호농장,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,215395.990974941    ,241752.312303411    ,"전북특별자치도 임실군 신덕면 수천리 ****-* ,****-* ",종계업,종축업,1359,2021-10-05 13:14:10
4761000,476100000220160001,2016-12-15,,폐업,2020-04-20,,,,,,55935,평화농장,종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 청웅면 석전로 **-* (오리농장),폐업,0002,03,,219697.549447606    ,230937.863447566    ,전북특별자치도 임실군 청웅면 옥전리 ****-* ,종오리업,종축업,1450,2020-04-20 14:51:46
4761000,476100000219930001,1993-06-18,,취소/말소/만료/정지/중지,,,,,0,566-871,,하림원종계장,종계업,I,L00,2025-12-15 16:15:28,,말소,0004,04,,,,전북특별자치도 임실군 덕치면 가곡리 산 *** ,종계업,종축업,1669,2021-09-07 13:27:55
4761000,476100000220040001,2004-06-12,,취소/말소/만료/정지/중지,,,,,0,566-871,55942,하림 원종계장,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 강동로 ****-**,말소,0004,04,,,,전북특별자치도 임실군 덕치면 가곡리 ,종계업,종축업,11,2021-10-07 09:50:37
4761000,476100000220040003,2004-06-12,,취소/말소/만료/정지/중지,,,,,0,566-802,55933,주)하림 원종계 육성농장,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 임실군 임실읍 이인*길 **-**,말소,0004,04,,,,전북특별자치도 임실군 임실읍 신정리 ,종계업,종축업,13,2021-10-07 10:10:04
4761000,476100000220050001,2005-03-04,,취소/말소/만료/정지/중지,,,,,0,566-821,,임마누엘종돈장,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 임실군 신평면 가덕로 **-**,말소,0004,04,,,,전북특별자치도 임실군 신평면 가덕리 *** ,종돈업,종축업,56,2017-02-10 16:31:23
4761000,476100000220060001,2006-08-17,,취소/말소/만료/정지/중지,,,,,0,566-832,,수호종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 신덕면 삼길*길 **,말소,0004,04,,,,전북특별자치도 임실군 신덕면 삼길리 *** ,종계업,종축업,412,2017-02-10 16:28:10
4761000,476100000220090001,2009-12-01,,취소/말소/만료/정지/중지,,,,,0,566-872,,섬진농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 덕치면 인덕로 ****-** (*** 번지),말소,0004,04,0636433766,,,전북특별자치도 임실군 덕치면 회문리 *** *** 번지 ,종계업,종축업,907,2017-02-10 16:25:14
4761000,476100000220100002,2010-09-15,,취소/말소/만료/정지/중지,,,,,0,566-894,,오수농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 오수면 대정길 **-*,말소,0004,04,,,,전북특별자치도 임실군 오수면 대정리 *** ,종계업,종축업,945,2017-02-10 16:20:25
4761000,476100000220130002,2013-07-08,,영업/정상,,,,,,,55933,서광신정농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 임실군 임실읍 이인*길 **-** (하림),정상,0000,01,0636446933,222400.747363544    ,225831.726543746    ,전북특별자치도 임실군 임실읍 신정리 ***-* ,종계업,종축업,1046,2024-05-23 09:26:47
4771000,477100000220040001,2004-06-14,,영업/정상,,,,,0,,56026,서광 순창농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 동계면 강동로 ***-**,정상,0000,01,,219179.452967835    ,220095.259584974    ,전북특별자치도 순창군 동계면 어치리 ***-* ,종계업,종축업,5,2024-08-09 11:18:45
4771000,477100000220040002,2004-11-05,,영업/정상,,,,,0,,56028,신흥종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 동계면 동계로 ***-***,정상,0000,01,,,,"전북특별자치도 순창군 동계면 내령리 *** ***, ***, ***번지 ",종계업,종축업,74,2022-04-12 17:50:37
4771000,477100000220050003,2005-07-28,,영업/정상,,,,,0,595-862,,강천농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 팔덕면 강천로 ***-**,정상,0000,01,,209435.279214187    ,209734.838992977    ,전북특별자치도 순창군 팔덕면 구룡리 ***-* ,종계업,종축업,223,2018-03-02 10:33:30
4771000,477100000220070001,2007-10-22,,영업/정상,,,,,0,595-823,,드림종계농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 동계면 충효로 ***-**,정상,0000,01,,222831.350596369    ,217063.372416718    ,전북특별자치도 순창군 동계면 신흥리 ***-** ,종계업,종축업,330,2015-09-24 11:19:05
4771000,477100000220110001,2011-01-26,,영업/정상,,,,,0,,56027,솔로몬 종계농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 동계면 충효로 ***-**,정상,0000,01,,222866.442907885    ,217001.323585501    ,전북특별자치도 순창군 동계면 신흥리 ***-* ,종계업,종축업,864,2018-03-02 10:29:51
4771000,477100000220140001,2014-03-17,,영업/정상,,,,,,595-832,56024,인솔농장,종돈업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 유등면 유화로 **-**,정상,0000,01,,,,전북특별자치도 순창군 유등면 무수리 *** ,종돈업,종축업,1154,2023-01-30 17:24:24
4771000,477100000220050001,2005-05-11,,휴업,,2016-07-19,2018-07-18,,0,595-812,,머리농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 순창군 적성면 묘동길 ***,휴업,0001,02,,216414.785809396    ,213189.418326269    ,전북특별자치도 순창군 적성면 대산리 ***-* ,종계업,종축업,153,2016-07-20 07:18:30
4771000,477100000220090001,2009-06-16,,폐업,2014-02-26,,,,0,595-851,,미래농장,종오리업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,208225.725408808    ,205365.990885655    ,전북특별자치도 순창군 금과면 내동리 ***-* ,종오리업,종축업,817,2014-02-26 13:37:42
4771000,477100000220100001,2010-09-06,,폐업,2017-08-07,,,,0,595-851,,미래팜,종오리업,I,000,2025-12-15 16:15:28,,폐업,0002,03,0636535290,208225.725408808    ,205365.990885655    ,전북특별자치도 순창군 금과면 내동리 ***-* ,종오리업,종축업,857,2017-08-08 17:22:23
4771000,477100000220110002,2011-12-21,,폐업,2015-01-19,,,,,595-822,,디원농장,종오리업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,221892.267967765    ,216005.850752547    ,전북특별자치도 순창군 동계면 현포리 ***-** ,종오리업,종축업,915,2015-01-19 11:30:05
4771000,477100000220170001,2017-06-30,,폐업,2017-06-30,,,,,,56026,순창 GPS 산란농장,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 순창군 동계면 강동로 ***-**,폐업,0002,03,,,,전북특별자치도 순창군 동계면 서호리 ***-* ,종계업,종축업,1236,2017-06-30 11:29:54
4771000,477100000220050002,2005-05-26,,취소/말소/만료/정지/중지,,,,,0,595-893,,탕곡농장,종계업,I,000,2025-12-15 16:15:28,,말소,0004,04,,195052.450348709    ,221692.58763993     ,전북특별자치도 순창군 쌍치면 탕곡리 **-* ,종계업,종축업,155,2014-06-02 16:34:50
4771000,477100000220160001,2016-03-09,,영업/정상,,,,,,,56026,가농동계농장,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 순창군 동계면 강동로 ***-**,정상,0000,01,0634501913,,,,종계업,종축업,1185,2020-12-21 10:11:57
4781000,478100000219990001,1999-04-30,,영업/정상,,,,,0,585-883,56458,정현농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 신촌농장길 ***,정상,0000,01,,159477.2881167      ,210397.485954971    ,전북특별자치도 고창군 무장면 신촌리 ***-* **통,종계업,종축업,14,2023-06-22 13:53:35
4781000,478100000220010001,2001-09-15,,영업/정상,,,,,0,585-883,,대성농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 신촌농장길 ***-**,정상,0000,01,,,,전북특별자치도 고창군 무장면 신촌리 ** ,종계업,종축업,15,2018-12-11 15:54:49
4781000,478100000220040002,2004-03-11,,영업/정상,,,,,0,585-883,,미월농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 신촌농장길 ***-**,정상,0000,01,,,,전북특별자치도 고창군 무장면 신촌리 *** ,종계업,종축업,1,2018-08-10 11:47:03
4781000,478100000220050001,2005-12-09,,영업/정상,,,,,0,,56458,소반농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 공음면 선산청메골*길 **,정상,0000,01,,,,전북특별자치도 고창군 공음면 선동리 **** ,종계업,종축업,348,2023-10-17 17:40:44
4781000,478100000220070001,2007-10-31,,영업/정상,,,,,0,585-872,,영농조합법인운도축산,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 고창군 공음면 신대길 **,정상,0000,01,0635610385,,,전북특별자치도 고창군 공음면 신대리 산 ** ,종돈업,종축업,502,2021-04-16 16:15:37
4781000,478100000220080001,2008-04-29,,영업/정상,,,,,0,585-874,56460,공음농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 공음면 원동길 *-***,정상,0000,01,,,,전북특별자치도 고창군 공음면 칠암리 ***-* ,종계업,종축업,576,2017-12-26 10:57:30
4781000,478100000220110002,2011-08-22,,영업/정상,,,,,,585-892,56405,후암축산,종오리업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 해리면 선운대로 ****-**,정상,0000,01,,,,전북특별자치도 고창군 해리면 왕촌리 **** ,종오리업,종축업,1035,2015-12-15 13:23:36
4781000,478100000220140002,2014-08-05,,영업/정상,,,,,,585-803,56442,건흥농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 고창읍 신월길 **-**,정상,0000,01,,171277.229324839    ,217365.103923117    ,전북특별자치도 고창군 고창읍 신월리 **-* ,종계업,종축업,1130,2023-01-04 17:18:54
4781000,478100000220150001,2015-01-09,,영업/정상,,,,,,585-852,56464,오송농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 성송면 주산길 **-**,정상,0000,01,,,,전북특별자치도 고창군 성송면 괴치리 *** ,종계업,종축업,1137,2018-08-21 15:59:56
4781000,478100000220150002,2015-03-30,,영업/정상,,,,,,,56454,벧엘농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 아산면 월성길 **-***,정상,0000,01,,163512.335347998    ,217829.687815033    ,전북특별자치도 고창군 아산면 학전리 ***-* ,종계업,종축업,1141,2021-04-23 08:57:19
4781000,478100000220160002,2016-11-09,,영업/정상,,,,,,,56458,(주)행복한농장,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 송림산로 ***-*,정상,0000,01,0635612514,,,전북특별자치도 고창군 무장면 송계리 *** ,종돈업,종축업,1163,2022-04-04 10:07:52
4781000,478100000220170001,2017-07-28,,영업/정상,,,,,,,56457,농업회사법인(주)해림종돈,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 칠거리로 ***,정상,0000,01,0635641212,163496.445271748    ,208630.778386294    ,전북특별자치도 고창군 무장면 덕림리 ***-* ,종돈업,종축업,1180,2025-07-01 16:36:26
4781000,478100000220170002,2017-11-22,,영업/정상,,,,,,,56442,성식농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 고창읍 전봉준로 ***-**,정상,0000,01,,170788.537352926    ,216517.591468733    ,전북특별자치도 고창군 고창읍 율계리 ***-* ,종계업,종축업,1189,2021-11-03 13:26:18
4781000,478100000220180001,2018-11-01,,영업/정상,,,,,,,56446,월계농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 고수면 오산학산로 ***-**,정상,0000,01,,168760.193238337    ,210867.734400219    ,전북특별자치도 고창군 고수면 장두리 ***-** ,종계업,종축업,1222,2024-06-17 14:17:09
4781000,478100000220190001,2019-11-29,,영업/정상,,,,,,,56457,산들농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 가라*길 **-**,정상,0000,01,,,,전북특별자치도 고창군 무장면 옥산리 *** ,종계업,종축업,1272,2021-10-12 13:58:06
4781000,478100000220200001,2020-11-26,,영업/정상,,,,,,,56401,지혜농장,종돈업,I,000,2025-12-15 16:15:28,"전북특별자치도 고창군 심원면 궁산*길 ***-**, 심원양돈단지",정상,0000,01,,,,전북특별자치도 고창군 심원면 궁산리 * 심원양돈단지 ,종돈업,종축업,1329,2020-11-26 09:13:54
4781000,478100000220230001,2023-02-13,,영업/정상,,,,,,,56458,신촌농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 신촌농장길 **,정상,0000,01,,159563.068384918    ,211537.32843005     ,전북특별자치도 고창군 무장면 신촌리 ***-* ,종계업,종축업,1463,2023-03-02 09:58:50
4781000,478100000219850001,1985-05-01,,폐업,2003-08-05,,,,0,,,해리양돈장,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,전북특별자치도 고창군 해리면 하련리 ** ,종돈업,종축업,,2003-08-05 13:34:13
4781000,478100000220140001,2014-02-05,,취소/말소/만료/정지/중지,,,,,,585-831,56423,농협중앙회 종돈개량사업소 신림농장,종돈업,I,L00,2025-12-15 16:15:28,전북특별자치도 고창군 신림면 가평로 ***-**,말소,0004,04,0635633853,174533.285634321    ,216796.284661761    ,전북특별자치도 고창군 신림면 반룡리 ***-* ,종돈업,종축업,1121,2020-09-01 09:31:06
4781000,478100000219960001,1996-12-16,,폐업,2011-12-26,,,,0,585-833,,고창농원,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 신림면 사천길 **-**,폐업,0002,03,,172331.055905682    ,222578.922697642    ,전북특별자치도 고창군 신림면 법지리 ***-* ,종계업,종축업,13,2011-12-26 17:55:53
4781000,478100000219970001,1997-04-23,,폐업,2004-03-22,,,,0,585-853,,태흥축산,종돈업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 성송면 학천로 ***,폐업,0002,03,,165865.310609334    ,210779.384941903    ,전북특별자치도 고창군 성송면 낙양리 ***-* ,종돈업,종축업,8,2004-03-22 15:12:38
4781000,478100000220030001,2003-06-23,,폐업,2009-11-10,,,,6689,585-874,,화원종돈장,종돈업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,,,전북특별자치도 고창군 공음면 장곡리 ***-** ,종돈업,종축업,22,2009-11-10 18:09:39
4781000,478100000220040001,2004-02-25,,폐업,2016-01-11,,,,0,585-843,56446,월계농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 고수면 오산학산로 ***-**,폐업,0002,03,,168760.193238337    ,210867.734400219    ,전북특별자치도 고창군 고수면 장두리 ***-** ,종계업,종축업,16,2016-01-12 11:20:01
4781000,478100000220050002,2005-12-21,,폐업,2023-01-27,,,,0,585-883,,희망농원,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 신촌농장길 **,폐업,0002,03,,159563.068384918    ,211537.32843005     ,전북특별자치도 고창군 무장면 신촌리 ***-* ,종계업,종축업,373,2023-01-27 13:27:42
4781000,478100000220090001,2009-09-01,,폐업,2018-05-16,,,,0,585-832,,환산농장,종오리업,I,L00,2025-12-15 16:15:28,전북특별자치도 고창군 신림면 환산길 **,폐업,0002,03,0635644324,173332.149787893    ,222274.111297924    ,전북특별자치도 고창군 신림면 무림리 ***-** ,종오리업,종축업,812,2018-05-16 17:33:50
4781000,478100000220100001,2010-01-26,,폐업,2014-05-02,,,,0,585-931,,학전 종계장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 아산면 월성길 **-***,폐업,0002,03,0635644824,,,전북특별자치도 고창군 아산면 학전리 산 ** ,종계업,종축업,853,2014-05-02 16:23:32
4781000,478100000220110001,2011-07-07,,폐업,2021-05-21,,,,,585-883,,소봉 농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 석동길 **,폐업,0002,03,,158835.058913358    ,211566.758551522    ,전북특별자치도 고창군 무장면 신촌리 ***-* ,종계업,종축업,1018,2021-05-21 14:58:07
4781000,478100000220110003,2011-12-14,,폐업,2023-05-31,,,,,585-852,56466,종계성송,종계업,I,L00,2025-12-15 16:15:28,전북특별자치도 고창군 성송면 내원*길 **-**,폐업,0002,03,,,,전북특별자치도 고창군 성송면 하고리 ** ,종계업,종축업,1064,2023-08-16 14:57:31
4781000,478100000220160001,2016-02-02,,폐업,2017-09-25,,,,,,56446,우주농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 고수면 오산학산로 ***-**,폐업,0002,03,,,,,종계업,종축업,1155,2017-09-25 17:35:58
4781000,478100000220210001,2021-05-21,,폐업,2022-12-30,,,,,,56458,소봉 농장,종계업,I,000,2025-12-15 16:15:28,전북특별자치도 고창군 무장면 석동길 **,폐업,0002,03,,158835.058913358    ,211566.758551522    ,전북특별자치도 고창군 무장면 신촌리 ***-* ,종계업,종축업,1370,2022-12-30 10:30:02
